,Unnamed: 0,차종,엔진형식,과급방식,연료,배기량,최고출력,최대토크,연비_x,CO₂ 배출량,전장/전폭,전고/축거,윤거전/후,공차중량,전륜타이어,후륜타이어,구동방식,변속기,전륜서스펜션,후륜서스펜션,전륜제동장치,후륜제동장치,스티어링,출력,토크,주행거리,용량,타입,최고속도,가속성능,풀네임,주행,가격,거주성,품질,디자인,연비_y,종합점수,연도,차이름,브랜드,배기량_num,차급
1101,1138,2017 테슬라 모델 S,,,전기,,,,,,"4,979mm / 1,964mm","1,435mm / 2,960mm","1,662mm / 1,700mm","2,108kg",245mm / 45 / 19inch,245mm / 45 / 19inch,상시사륜 구동,자동1단,더블위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,306.7kW411.3hp (단순환산치),657.5Nm67.0kg.m (단순환산치),470km,87.5kWh,리튬이온,250km/h,4.2초,2017 테슬라 모델 S,9.9,8.8,9.3,8.4,9.6,9.5,9.2,2017,테슬라 모델 S,테슬라,,대형/프리미엄
1102,1139,2024 BMW 4시리즈 그란쿠페,I4,싱글터보,가솔린,"1,998cc",184hp,30.6kg.m,,150g/km,"4,785mm / 1,850mm","1,440mm / 2,855mm","1,595mm / 1,623mm","1,695kg",245mm / 40 / 19inch,255mm / 40 / 19inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,235km/h,7.9초,2024 BMW 4시리즈 그란쿠페,9.7,9.0,8.8,9.7,9.8,8.8,9.3,2024,BMW 4시리즈 그란쿠페,BMW,1.0,경차
1103,1140,2021 GV80,I4,싱글터보,가솔린,"2,497cc",304hp,43kg.m,,175g/km,"4,945mm / 1,975mm","1,715mm / 2,955mm","1,674mm / 1,689mm","2,025kg",265mm / 55 / 19inch,265mm / 55 / 19inch,앞엔진 후륜 구동,자동8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2021 제네시스 GV80,9.3,7.8,9.2,9.0,9.7,6.7,8.6,2021,제네시스 GV80,제네시스,2.0,경차
1106,1143,2017 쏘나타,l4,자연흡기,가솔린,"1,999cc",163hp,20kg.m,,136~143g/km,"4,855mm / 1,865mm","1,475mm / 2,805mm","1,597~1,614mm / 1,602~1,609mm","1,450~1,470kg",205~235mm / 45~65 / 16~18inch,205~235mm / 45~65 / 16~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2017 현대 쏘나타,8.8,8.8,9.0,8.7,8.1,7.9,8.5,2017,현대 쏘나타,현대,1.0,경차
1107,1144,2021 BMW X6,I6,싱글터보,디젤,"2,993cc",286hp,63.3kg.m,,194g/km,"4,935mm / 2,004mm","1,696mm / 2,975mm","1,678mm / 1,688mm","2,245kg",275mm / 40 / 21inch,315mm / 35 / 21inch,상시사륜 구동,토크컨버터8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,230km/h,6.5초,2021 BMW X6,9.8,8.2,8.6,9.4,9.9,7.9,9.0,2021,BMW X6,BMW,2.0,경차
1108,1145,2024 모하비,V6,싱글터보,디젤,"2,959cc",257hp,57.1kg.m,,211~212g/km,"4,930mm / 1,920mm","1,790mm / 2,895mm","1,614mm / 1,624mm","2,265~2,280kg",265mm / 50~60 / 18~20inch,265mm / 50~60 / 18~20inch,상시사륜 구동,자동8단,더블 위시본,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2024 기아 모하비,9.3,8.2,8.9,9.1,9.5,6.7,8.6,2024,기아 모하비,기아,2.0,경차
1110,1147,2014 K5 하이브리드,I4,자연흡기,가솔린,"1,999cc",150hp 합산 198hp,18.3kg.m,,100g/km,"4,845mm / 1,835mm","1,455mm / 2,795mm","1,595~1,601mm / 1,595~1,601mm","1,570kg",205mm / 65 / 16inch,205mm / 65 / 16inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤드 피니언,,,,,,,,2014 기아 K5 하이브리드,8.8,8.5,8.6,8.5,9.0,8.5,8.7,2014,기아 K5 하이브리드,기아,1.0,경차
1112,1149,2024 BMW 3시리즈,I4,싱글터보,가솔린,"1,998cc",184hp,30.6kg.m,,149g/km,"4,715mm / 1,825mm","1,440mm / 2,850mm","1,573mm / 1,568mm","1,635kg",225mm / 45~50 / 17~18inch,225~255mm / 40~50 / 17~18inch,앞엔진 후륜 구동,자동8단,더블 조인트 스트럿,5링크,V디스크,V디스크,랙 앤 피니언,,,,,,235km/h,7.4초,2024 BMW 3시리즈,9.8,8.5,8.6,9.4,9.7,8.7,9.1,2024,BMW 3시리즈,BMW,1.0,경차
1113,1150,2019 메르세데스-벤츠 CLS,I4,,디젤,"1,950cc",245hp,51kg.m,,146g/km,"4,990mm / 1,890mm","1,430mm / 2,940mm","1,635mm / 1,630mm","1,860kg",245mm / 40 / 19inch,275mm / 35 / 19inch,앞엔진 후륜 구동,자동9단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,6.4초,2019 메르세데스-벤츠 CLS,9.6,8.2,8.1,8.9,9.7,8.6,8.9,2019,메르세데스-벤츠 CLS,메르세데스-벤츠,1.0,경차
1114,1151,2018 K3,l4,자연흡기,가솔린,"1,591cc",132hp,16.4kg.m,,121~132g/km,"4,560mm / 1,780mm","1,435mm / 2,700mm",,"1,215~1,255kg",195~215mm / 45~65 / 15~17inch,195~215mm / 45~65 / 15~17inch,앞엔진 전륜 구동,"수동6단, 자동6단",맥퍼슨 스트럿,토션빔 액슬,디스크,디스크,랙 앤 피니언,,,,,,,,2018 기아 K3,8.8,9.2,8.5,8.5,8.5,8.8,8.7,2018,기아 K3,기아,1.0,경차
1115,1152,2015 베라크루즈,V6 직분사 디젤,싱글터보,디젤,"2,959cc",255hp,48kg.m,,180g/km,"4,840mm / 1,970mm","1,795mm / 2,805mm","1,670mm / 1,670mm","0~2,035kg",245mm / 60 / 18inch,245mm / 60 / 18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티 링크,디스크,디스크,랙 앤 피니언,,,,,,,,2015 현대 베라크루즈,9.6,9.1,9.4,9.5,8.5,7.8,9.0,2015,현대 베라크루즈,현대,2.0,경차
1116,1153,2021 BMW X4 M,I6,트윈터보,가솔린,"2,993cc",510hp,61.2kg.m,,247g/km,"4,760mm / 1,925mm","1,620mm / 2,864mm","1,623mm / 1,632mm","2,050kg",255mm / 40 / 21inch,265mm / 40 / 21inch,상시사륜 구동,토크컨버터8단,더블 조인트 스트럿,5링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.1초,2021 BMW X4 M,9.9,8.9,8.6,9.8,9.9,5.4,8.7,2021,BMW X4 M,BMW,2.0,경차
1117,1154,2021 투싼,I4,싱글터보,가솔린,"1,598cc",180hp,27kg.m,,133~139g/km,"4,630mm / 1,865mm","1,665mm / 2,755mm","1,615~1,620mm / 1,622~1,627mm","1,495~1,525kg",225~245mm / 45~60 / 17~19inch,225~245mm / 45~60 / 17~19inch,앞엔진 전륜 구동,DCT7단,맥퍼슨 스트럿,멀티링크,디스크,디스크,랙 앤 피니언,,,,,,,,2021 현대 투싼,8.9,8.2,9.2,8.6,9.5,7.9,8.7,2021,현대 투싼,현대,1.0,경차
1118,1156,2018 그랜드 스타렉스 캠핑카,I4,싱글터보,디젤,"2,497cc",175hp,46kg.m,,,"5,150mm / 1,920mm","2,045mm / 3,200mm",,,215mm / 65 / 17inch,215mm / 65 / 17inch,앞엔진 후륜 구동,자동5단,맥퍼슨 스트럿,멀티 링크,디스크,디스크,랙 앤 피니언,,,,,,,,2018 현대 그랜드 스타렉스 캠핑카,8.4,7.9,7.8,7.8,8.2,6.3,7.7,2018,현대 그랜드 스타렉스 캠핑카,현대,2.0,경차
1119,1157,2018 카니발 아웃도어,l4,싱글터보,디젤,"2,199cc",202hp,45kg.m,,180g/km,"5,115mm / 1,985mm","2,040mm / 3,060mm","1,735mm / 1,742mm","2,140kg",235mm / 55 / 19inch,235mm / 55 / 19inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2018 기아 카니발 아웃도어,8.8,8.5,8.9,8.4,8.9,7.2,8.4,2018,기아 카니발 아웃도어,기아,2.0,경차
1120,1158,2021 BMW X2,I4,싱글터보,디젤,"1,995cc",150hp,35.7kg.m,,140g/km,"4,360mm / 1,825mm","1,525mm / 2,670mm","1,563mm / 1,562mm","1,710kg",225mm / 40~45 / 19~20inch,225mm / 40~45 / 19~20inch,상시사륜 구동,토크컨버터8단,싱글 조인트 스프링 스트럿,멀티 링크,V디스크,V디스크,랙 앤 피니언,,,,,,206km/h,9.4초,2021 BMW X2,9.6,7.7,7.9,8.7,9.5,7.7,8.5,2021,BMW X2,BMW,1.0,경차
1122,1160,2017 SM3,I4,자연흡기,가솔린,"1,598cc",117hp,16.1kg.m,,114g/km,"4,620mm / 1,810mm","1,475mm / 2,700mm","1,545mm / 1,565mm","1,195kg",205mm / 60 / 16inch,205mm / 60 / 16inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,토션빔,V디스크,디스크,랙 앤 피니언,,,,,,,,2017 르노코리아 SM3,7.9,8.6,8.0,8.0,8.0,8.2,8.1,2017,르노코리아 SM3,르노코리아,1.0,경차
1123,1162,2023 BMW 4시리즈 그란쿠페,I4,싱글터보,가솔린,"1,998cc",184hp,30.6kg.m,,150g/km,"4,785mm / 1,850mm","1,440mm / 2,855mm","1,595mm / 1,623mm","1,695kg",245mm / 40 / 19inch,255mm / 40 / 19inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,235km/h,7.9초,2023 BMW 4시리즈 그란쿠페,9.7,9.0,8.8,9.7,9.8,8.8,9.3,2023,BMW 4시리즈 그란쿠페,BMW,1.0,경차
1124,1163,2019 메르세데스-AMG CLS,l6,트윈터보,가솔린,"2,999cc",435hp,53kg.m,,,"4,995mm / 1,895mm","1,425mm / 2,940mm",,"1,995kg",245mm / 35 / 20inch,275mm / 30 / 20inch,상시사륜 구동,자동9단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.5초,2019 메르세데스-벤츠 AMG CLS,9.6,8.2,8.1,8.9,9.7,8.6,8.9,2019,메르세데스-벤츠 AMG CLS,메르세데스-벤츠,2.0,경차
1125,1164,2020 포터2 일렉트릭,,,전기,,,,,,"5,105mm / 1,740mm","1,970mm / 2,810mm","1,485mm / 1,320mm","1,970kg",195mm / 70 / 15inch,145mm / 0 / 13inch,뒤엔진 후륜 구동,자동1단,,,디스크,디스크,랙 앤 피니언,135kW181.0hp (단순환산치),395Nm40.3kg.m (단순환산치),211km,58.8kWh,리튬 이온,,,2020 현대 포터2 일렉트릭,9.0,7.7,7.7,8.2,7.6,7.0,7.5,2020,현대 포터2 일렉트릭,현대,,대형/프리미엄
1127,1166,2015 BMW X6 M,V8 직분사,트윈터보,가솔린,"4,395cc",575hp,76.5kg.m,,260g/km,"4,909mm / 1,989mm","1,689mm / 2,933mm","1,666mm / 1,667mm","2,340kg",285mm / 35 / 21inch,325mm / 30 / 21inch,상시사륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,250km/h,4.2초,2015 BMW X6 M,9.7,9.7,9.3,9.3,10.0,3.3,8.6,2015,BMW X6 M,BMW,4.0,경차
1129,1169,2022 G70 슈팅브레이크,I4,싱글터보,가솔린,"1,998cc",252hp,36kg.m,,166g/km,"4,685mm / 1,850mm","1,400mm / 2,835mm","1,596mm / 1,632mm","1,655kg",225mm / 45 / 18inch,225mm / 45 / 18inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2022 제네시스 G70 슈팅브레이크,9.6,7.9,7.8,9.1,9.4,6.2,8.3,2022,제네시스 G70 슈팅브레이크,제네시스,1.0,경차
1130,1170,2019 i30,l4,싱글터보,가솔린,"1,353cc",140hp,24.7kg.m,,127g/km,"4,340mm / 1,795mm","1,455mm / 2,650mm","1,553~1,559mm / 1,567~1,573mm","1,325kg",205~225mm / 45~55 / 16~17inch,205~225mm / 45~55 / 16~17inch,앞엔진 전륜 구동,DCT7단,맥퍼슨 스트럿,멀티 링크,디스크,디스크,랙 앤 피니언,,,,,,,,2019 현대 i30,9.3,7.7,7.7,8.9,9.4,8.2,8.5,2019,현대 i30,현대,1.0,경차
1133,1173,2022 GV60,,,전기,,,,,,"4,515mm / 1,890mm","1,580mm / 2,900mm","1,633mm / 1,642mm","1,985kg",235mm / 55 / 19inch,235mm / 55 / 19inch,뒤엔진 후륜 구동,자동1단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,168kW225.3hp (단순환산치),350Nm35.7kg.m (단순환산치),451km,77.4kWh,리튬 이온,,,2022 제네시스 GV60,9.8,7.8,9.5,9.5,9.5,9.3,9.2,2022,제네시스 GV60,제네시스,,대형/프리미엄
1134,1174,2022 스팅어,I4,싱글터보,가솔린,"2,497cc",304hp,43kg.m,,151~156g/km,"4,830mm / 1,870mm","1,400mm / 2,905mm","1,596mm / 1,619~1,647mm","1,690~1,705kg",225mm / 40~45 / 18~19inch,225~255mm / 35~45 / 18~19inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2022 기아 스팅어,9.7,8.7,8.5,8.4,9.8,6.0,8.5,2022,기아 스팅어,기아,2.0,경차
1137,1178,2014 에쿠스 리무진,V6,자연흡기,가솔린,"3,778cc",334hp,40.3kg.m,,214g/km,"5,460mm / 1,900mm","1,490mm / 3,345mm","1,620mm / 1,627mm","2,065kg",245mm / 45 / 19inch,275mm / 40 / 19inch,앞엔진 후륜 구동,자동8단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2014 현대 에쿠스 리무진,9.4,8.8,9.4,9.2,9.4,6.9,8.9,2014,현대 에쿠스 리무진,현대,3.0,경차
1139,1180,2017 렉서스 LS,V8,자연흡기,가솔린,"4,608cc",380hp,51kg.m,,226g/km,"5,090mm / 1,875mm","1,465mm / 2,970mm","1,610mm / 1,615mm","2,030kg",235mm / 50 / 18inch,235mm / 50 / 18inch,앞엔진 후륜 구동,자동8단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2017 렉서스 LS,9.6,7.9,9.4,9.6,9.1,7.3,8.8,2017,렉서스 LS,렉서스,4.0,경차
1141,1182,2022 봉고3 EV,l4,싱글터보,디젤,"2,497cc",133~135hp,26.5~30kg.m,,204~221g/km,"5,115mm / 1,740mm","1,995mm / 2,615mm","1,490mm / 1,340mm","1,790~1,825kg",195mm / 0 / 15inch,145mm / 0 / 13inch,앞엔진 후륜 구동,"수동6단, 자동5단",더블 위시본,리지드,디스크,드럼,랙 앤 피니언,,,,,,,,2022 기아 봉고3 EV,8.8,7.4,7.2,7.7,7.5,6.0,7.1,2022,기아 봉고3 EV,기아,2.0,경차
1143,1184,2020 메르세데스-벤츠 GLB,I4,싱글터보,가솔린,"1,991cc",190hp,30.6kg.m,,150g/km,"4,640mm / 1,815mm","1,690mm / 2,830mm","1,590mm / 1,589mm","1,650kg",235mm / 55 / 18inch,235mm / 55 / 18inch,앞엔진 전륜 구동,DCT8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,220km/h,8.1초,2020 메르세데스-벤츠 GLB,9.5,9.1,9.3,9.0,9.7,8.6,9.2,2020,메르세데스-벤츠 GLB,메르세데스-벤츠,1.0,경차
1149,1191,2022 봉고3,l4,싱글터보,디젤,"2,497cc",133~135hp,26.5~30kg.m,,204~221g/km,"5,115mm / 1,740mm","1,995mm / 2,615mm","1,490mm / 1,340mm","1,790~1,825kg",195mm / 0 / 15inch,145mm / 0 / 13inch,앞엔진 후륜 구동,"수동6단, 자동5단",더블 위시본,리지드,디스크,드럼,랙 앤 피니언,,,,,,,,2022 기아 봉고3,8.1,7.6,7.2,7.3,7.6,6.1,7.3,2022,기아 봉고3,기아,2.0,경차
1150,1192,2023 G80,I4,싱글터보,가솔린,"2,497cc",304hp,43kg.m,,157g/km,"4,995mm / 1,925mm","1,465mm / 3,010mm","1,627mm / 1,659mm","1,785kg",245mm / 50 / 18inch,245mm / 50 / 18inch,앞엔진 후륜 구동,자동8단,멀티링크,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2023 제네시스 G80,9.4,8.1,9.3,9.0,9.7,7.2,8.8,2023,제네시스 G80,제네시스,2.0,경차
1152,1194,2024 코나,I4,싱글터보,가솔린,"1,598cc",198hp,27kg.m,,128~137g/km,"4,350mm / 1,825mm","1,580~1,590mm / 2,660mm","1,589~1,591mm / 1,598~1,600mm","1,405~1,455kg",215~235mm / 45~60 / 17~19inch,215~235mm / 45~60 / 17~19inch,앞엔진 전륜 구동,자동8단,맥퍼슨 스트럿,토션빔,디스크,디스크,랙 앤 피니언,,,,,,,,2024 현대 코나,9.5,7.6,9.3,9.3,9.6,8.5,9.0,2024,현대 코나,현대,1.0,경차
1154,1196,2017 SM5,l4,자연흡기,가솔린,"1,998cc",141hp,19.8kg.m,,149g/km,"4,885mm / 1,860mm","1,485mm / 2,760mm","1,565mm / 1,565mm","1,415kg",205mm / 60 / 16inch,205mm / 60 / 16inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2017 르노코리아 SM5,8.2,9.0,8.1,8.0,7.9,6.9,8.0,2017,르노코리아 SM5,르노코리아,1.0,경차
1156,1198,2020 코나 하이브리드,I4,자연흡기,가솔린,"1,580cc",105hp 합산 141hp,15kg.m,,82~92g/km,"4,165mm / 1,800mm","1,565mm / 2,600mm","1,575mm / 1,584mm","1,395~1,425kg",205~225mm / 45~60 / 16~18inch,205~225mm / 45~60 / 16~18inch,앞엔진 전륜 구동,DCT6단,맥퍼슨 스트럿,멀티 링크,디스크,디스크,랙 앤 피니언,,,,,,,,2020 현대 코나 하이브리드,8.9,8.4,8.1,8.9,9.0,9.5,8.8,2020,현대 코나 하이브리드,현대,1.0,경차
1157,1199,2018 렉서스 LS 하이브리드,l4,자연흡기,가솔린,"2,494cc",158hp 합산 203hp,21.6kg.m,,108g/km,"4,900mm / 1,820mm","1,450mm / 2,820mm","1,590mm / 1,575mm","1,685kg",215mm / 55 / 17inch,215mm / 55 / 17inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,듀얼링크 스트럿,V디스크,V디스크,랙 앤 피니언,,,,,,,,2018 렉서스 LS 하이브리드,9.3,8.2,9.2,9.5,9.5,7.5,8.9,2018,렉서스 LS 하이브리드,렉서스,2.0,경차
1160,1202,2018 i40 ,l4,자연흡기,가솔린,"1,999cc",166hp,20.9kg.m,,158~163g/km,"4,820mm / 1,815mm","1,470mm / 2,770mm","1,579~1,591mm / 1,585~1,597mm","1,510~1,530kg",205~225mm / 45~60 / 16~18inch,205~225mm / 45~60 / 16~18inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2018 현대 i40,9.0,8.0,9.0,8.8,9.1,8.6,8.7,2018,현대 i40,현대,1.0,경차
1162,1205,2015 K7,I4직분사,자연흡기,가솔린,"2,359cc",201hp,25.5kg.m,,155g/km,"4,970mm / 1,850mm","1,475mm / 2,845mm","1,600mm / 1,601mm","1,535kg",225mm / 55 / 17inch,225mm / 55 / 17inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2015 기아 K7,8.8,8.7,8.8,8.3,8.8,6.8,8.4,2015,기아 K7,기아,2.0,경차
1164,1208,2019 니로 하이브리드,I4,자연흡기,가솔린,"1,580cc",105hp,15kg.m,,79g/km,"4,355mm / 1,805mm","1,545mm / 2,700mm","1,565mm / 1,579mm","1,425kg",205mm / 60 / 16inch,205mm / 60 / 16inch,앞엔진 전륜 구동,DCT6단,맥퍼슨 스트럿,멀티 링크,디스크,디스크,랙 앤 피니언,,,,,,,,2019 기아 니로 하이브리드,8.9,8.7,8.6,8.9,7.9,9.7,8.8,2019,기아 니로 하이브리드,기아,1.0,경차
1165,1210,2017 스토닉,l4,싱글터보,디젤,"1,582cc",110hp,30.6kg.m,,109~111g/km,"4,140mm / 1,760mm","1,520mm / 2,580mm","1,531~1,537mm / 1,539~1,544mm","1,260~1,270kg",185~205mm / 55~65 / 15~17inch,185~205mm / 55~65 / 15~17inch,앞엔진 전륜 구동,DCT7단,맥퍼슨 스트럿,토션빔,V디스크,디스크,랙 앤 피니언,,,,,,,,2017 기아 스토닉,8.8,9.1,8.2,8.5,8.9,8.9,8.7,2017,기아 스토닉,기아,1.0,경차
1167,1212,2015 렉서스 NX F 스포츠 ,I4 터보,싱글터보,가솔린,"1,998cc",238hp,35.7kg.m,,186g/km,"4,630mm / 1,845mm","1,645mm / 2,660mm","1,570mm / 1,580mm","2,165kg",225mm / 60 / 18inch,225mm / 60 / 18inch,상시사륜 구동,토크컨버터6단,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙 앤 피니언,,,,,,,,2015 렉서스 NX F 스포츠,9.1,8.5,9.1,9.7,9.4,8.8,9.1,2015,렉서스 NX F 스포츠,렉서스,1.0,경차
1168,1213,2020 그랜저,I4,자연흡기,가솔린,"2,497cc",198hp,25.3kg.m,,142~153g/km,"4,990mm / 1,875mm","1,470mm / 2,885mm","1,602~1,612mm / 1,610~1,620mm","1,575~1,625kg",225~245mm / 40~55 / 17~19inch,225~245mm / 40~55 / 17~19inch,앞엔진 전륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2020 현대 그랜저,9.1,8.7,9.3,8.8,8.8,7.3,8.7,2020,현대 그랜저,현대,2.0,경차
1169,1214,2016 렉서스 RX 하이브리드,V6 Dual VVT-iW,자연흡기,가솔린,"3,456cc",262hp 합산 313hp,34.2kg.m,,129g/km,"4,890mm / 1,895mm","1,710mm / 2,790mm","1,640mm / 1,630mm","2,175kg",235mm / 55~65 / 18~20inch,235mm / 55~65 / 18~20inch,상시사륜 구동,CVT,맥퍼슨 스트럿,더블 위시본,V디스크,V디스크,랙앤 피니언,,,,,,,,2016 렉서스 RX 하이브리드,9.4,8.5,9.5,9.5,9.2,8.9,9.2,2016,렉서스 RX 하이브리드,렉서스,3.0,경차
1172,1217,2020 싼타페,I4,싱글터보,디젤,"2,151cc",202hp,45kg.m,,134~139g/km,"4,785~4,800mm / 1,900mm","1,685~1,710mm / 2,765mm","1,637~1,646mm / 1,647~1,656mm","1,735~1,770kg",235~255mm / 40~60 / 18~20inch,235~255mm / 40~60 / 18~20inch,앞엔진 전륜 구동,DCT8단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2020 현대 싼타페,9.3,8.3,9.1,8.7,8.6,7.5,8.6,2020,현대 싼타페,현대,2.0,경차
1176,1221,2014 렉서스 RC F,V8,자연흡기,가솔린,"4,969cc",473hp,53.7kg.m,,222g/km,"4,705mm / 1,845mm","1,390mm / 2,730mm","1,555mm / 1,560mm","1,825kg",235mm / 40 / 19inch,265mm / 35 / 19inch,앞엔진 후륜 구동,자동8단,더블 위시본,멀티 링크,V디스크,V디스크,랙 앤 피니언,,,,,,,,2014 렉서스 RC F,9.7,6.8,8.3,10.0,9.7,4.5,8.2,2014,렉서스 RC F,렉서스,4.0,경차
1177,1222,2014 K3 유로,I4 1.6,,가솔린,"1,591cc",140hp,17kg.m,,139g/km,"4,350mm / 1,780mm","1,450mm / 2,700mm","1,557mm / 1,570mm","1,260kg",215mm / 45 / 17inch,215mm / 45 / 17inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,토션 빔,디스크,디스크,랙 앤 피니언,,,,,,,,2014 기아 K3 유로,8.3,8.6,8.0,8.0,8.3,7.5,8.1,2014,기아 K3 유로,기아,1.0,경차
1179,1224,2023 쏘나타 하이브리드,I4,자연흡기,가솔린,"1,999cc",152hp 합산 195hp,19.2kg.m,,79~83g/km,"4,900mm / 1,860mm","1,445mm / 2,840mm","1,623~1,633mm / 1,630~1,640mm","1,495~1,515kg",205~215mm / 55~65 / 16~17inch,205~215mm / 55~65 / 16~17inch,앞엔진 전륜 구동,자동6단,맥퍼슨 스트럿,멀티 링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2023 현대 쏘나타 하이브리드,9.2,8.1,9.0,8.7,8.1,9.5,8.8,2023,현대 쏘나타 하이브리드,현대,1.0,경차
1180,1225,2021 쏘나타,I4,싱글터보,가솔린,"1,591cc",180hp,27kg.m,,120~126g/km,"4,900mm / 1,860mm","1,445mm / 2,840mm","1,618~1,623mm / 1,625~1,630mm","1,435~1,465kg",215~235mm / 45~55 / 17~18inch,215~235mm / 45~55 / 17~18inch,앞엔진 전륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,디스크,랙 앤 피니언,,,,,,,,2021 현대 쏘나타,8.8,8.5,9.0,8.6,8.3,8.3,8.6,2021,현대 쏘나타,현대,1.0,경차
1182,1227,2023 BMW X5,l6,싱글터보,디젤,"2,993cc",286hp,66.3kg.m,,181g/km,"4,920mm / 1,970mm","1,745mm / 2,975mm","1,666mm / 1,685mm","2,330kg",275mm / 40 / 21inch,315mm / 35 / 21inch,상시사륜 구동,자동8단,더블 위시본,5 링크,V디스크,V디스크,랙 앤 피니언,,,,,,235km/h,6.1~6.3초,2023 BMW X5,9.8,8.2,9.2,9.6,9.7,8.5,9.2,2023,BMW X5,BMW,2.0,경차
1184,1229,2023 코나 일렉트릭,,,전기,,,,,,"4,355mm / 1,825mm","1,575mm / 2,660mm","1,591mm / 1,600mm","1,630kg",215mm / 60 / 17inch,215mm / 60 / 17inch,앞엔진 전륜 구동,자동1단,맥퍼슨 스트럿,멀티링크,디스크,디스크,랙 앤 피니언,99kW132.8hp (단순환산치),255Nm26.0kg.m (단순환산치),311km,48.6kWh,리튬 이온,,,2023 현대 코나 일렉트릭,9.8,7.7,9.4,9.4,9.6,8.7,9.1,2023,현대 코나 일렉트릭,현대,,대형/프리미엄
1185,1230,2014 BMW 4시리즈,I4 직분사,싱글터보,디젤,"1,995cc",184hp,38.8kg.m,,117g/km,"4,638mm / 1,825mm","1,362mm / 2,810mm","1,545mm / 1,594mm","1,390kg",225mm / 45 / 18inch,225mm / 45 / 18inch,앞엔진 후륜 구동,자동8단,맥퍼슨 스트럿,멀티링크,V디스크,V디스크,랙 앤 피니언,,,,,,232km/h,7.3초,2014 BMW 4시리즈,9.4,8.5,7.5,9.0,9.7,8.4,8.8,2014,BMW 4시리즈,BMW,1.0,경차
1187,1233,2018 렉서스 ES 하이브리드,l4,자연흡기,가솔린,"2,494cc",158hp 합산 203hp,21.6kg.m,,108g/km,"4,900mm / 1,820mm","1,450mm / 2,820mm","1,590mm / 1,575mm","1,685kg",215mm / 55 / 17inch,215mm / 55 / 17inch,앞엔진 전륜 구동,CVT,맥퍼슨 스트럿,듀얼링크 스트럿,V디스크,V디스크,랙 앤 피니언,,,,,,,,2018 렉서스 ES 하이브리드,9.5,9.2,9.6,9.8,8.9,9.4,9.4,2018,렉서스 ES 하이브리드,렉서스,2.0,경차
